3,49,20.0
3,50,20.0
3,51,20.0
3,52,20.0
3,53,20.0
3,54,20.0
3,55,20.0
3,56,20.0
3,57,20.0
3,58,20.0
3,59,20.0
3,60,20.0
3,61,20.0
3,62,20.0
3,63,20.0
3,64,20.0
3,65,20.0
3,66,30.0
3,67,30.0
3,68,30.0
3,69,30.0
3,70,30.0
3,71,30.0
3,72,30.0
3,73,30.0
3,74,30.0
3,75,30.0
3,76,30.0
3,77,30.0
3,78,30.0
3,79,30.0
3,80,30.0
3,81,30.0
3,82,30.0
3,83,30.0
3,84,30.0
3,85,30.0
3,86,30.0
3,87,30.0
3,88,30.0
3,89,30.0
3,90,30.0
3,91,30.0
3,92,30.0
3,93,30.0
3,94,30.0
3,95,30.0
3,96,30.0
3,97,30.0
3,98,30.0
3,99,30.0
3,100,30.0
4,1,30.0
4,2,30.0
4,3,30.0
4,4,30.0
4,5,30.0
4,6,30.0
4,7,30.0
4,8,30.0
4,9,30.0
4,10,30.0
4,11,30.0
4,12,30.0
4,13,30.0
4,14,30.0
4,15,30.0
4,16,30.0
4,17,30.0
4,18,30.0
4,19,30.0
4,20,30.0
4,21,30.0
4,22,30.0
4,23,30.0
4,24,30.0
4,25,30.0
4,26,30.0
4,27,30.0
4,28,30.0
4,29,30.0
4,30,30.0
4,31,30.0
4,32,30.0
4,33,30.0
4,34,20.0
4,35,20.0
4,36,20.0
4,37,20.0
4,38,20.0
4,39,20.0
4,40,20.0
4,41,20.0
4,42,20.0
4,43,20.0
4,44,20.0
4,45,20.0
4,46,20.0
4,47,20.0
4,48,20.0
4,49,20.0
4,50,20.0
4,51,20.0
4,52,20.0
4,53,20.0
4,54,20.0
4,55,20.0
4,56,20.0
4,57,20.0
4,58,20.0
4,59,20.0
4,60,20.0
4,61,20.0
4,62,20.0
4,63,20.0
4,64,20.0
4,65,20.0
4,66,30.0
4,67,30.0
4,68,30.0
4,69,30.0
4,70,30.0
4,71,30.0
4,72,30.0
4,73,30.0
4,74,30.0
4,75,30.0
4,76,30.0
4,77,30.0
4,78,30.0
4,79,30.0
4,80,30.0
4,81,30.0
4,82,30.0
4,83,30.0
4,84,30.0
4,85,30.0
4,86,30.0
4,87,30.0
4,88,30.0
4,89,30.0
4,90,30.0
4,91,30.0
4,92,30.0
4,93,30.0
4,94,30.0
4,95,30.0
4,96,30.0
4,97,30.0
4,98,30.0
4,99,30.0
4,100,30.0
